"","X","RoleID","PlayerID","PlayerGlobalID","Type","GroupID","Condition","Task","Order","Accuracy","Turn","All_Content","StartTimes","EndTimes","Starts","Ends","gap","convos","information","grounds","claim","organization","query","social","strategy"
"5922",781,3,4,18,"Conversation",5,"Desktop","Murder",2,1,285,"Miss","1731.691","1732.032",1731.691,1732.032,1.34400000000005,11,0,0,0,0,0,0,0
"5923",782,2,3,17,"Conversation",5,"Desktop","Murder",2,1,286,"Miss this is OK.","1731.989","1734.144",1731.989,1734.144,-0.0429999999998927,11,0,0,0,0,0,0,0
"5924",783,3,4,18,"Conversation",5,"Desktop","Murder",2,1,287,"This is, yeah, miss me. Miss Smith","1732.949-1735.125","1734.272-1735.723",1732.949,1735.723,-1.19499999999994,11,0,0,0,0,0,0,0
"5925",784,2,3,17,"Conversation",5,"Desktop","Murder",2,1,288,"I don't have anything related to this. It is.","1735.595-1738.795","1737.728-1739.328",1735.595,1739.328,-0.127999999999929,11,0,0,0,0,0,0,0
"5926",785,3,4,18,"Conversation",5,"Desktop","Murder",2,1,289,"see.","1740.8","1741.269",1740.8,1741.269,1.47199999999998,11,0,0,0,0,0,0,0
"5927",786,1,5,19,"Conversation",5,"Desktop","Murder",2,1,290,"In the apartment lobby at 12:30, where when Mr. Scott has been gone to.","1742.763","1747.307",1742.763,1747.307,1.49399999999991,11,0,0,0,0,1,0,0
"5928",787,3,4,18,"Conversation",5,"Desktop","Murder",2,1,291,"Ohhh.","1747.413","1747.669",1747.413,1747.669,0.105999999999995,11,0,0,0,0,0,0,0
"5929",788,1,5,19,"Conversation",5,"Desktop","Murder",2,1,292,"Uh, sorry Mr. kelley has gone to Mr. Scott.","1748.075","1750.464",1748.075,1750.464,0.405999999999949,11,0,0,0,0,0,0,0
"5930",789,4,2,20,"Conversation",5,"Desktop","Murder",2,1,293,"Yeah.","1750.507","1750.955",1750.507,1750.955,0.0430000000001201,11,0,0,0,0,0,0,0
"5931",790,2,3,17,"Conversation",5,"Desktop","Murder",2,1,294,"Yeah.","1750.976","1750.976",1750.976,1750.976,0.0210000000001855,11,0,0,0,0,0,0,0
"5932",791,1,5,19,"Conversation",5,"Desktop","Murder",2,1,295,"So. So I think. The the body is found at.","1752.171-1753.792-1755.285","1752.789-1754.304-1757.419",1752.171,1757.419,1.19499999999994,11,0,0,0,0,0,0,0
"5933",792,2,3,17,"Conversation",5,"Desktop","Murder",2,1,296,"It could be the resistance in that case, right? Yeah.","1756.181","1760.171",1756.181,1760.171,-1.23800000000006,11,0,0,1,0,1,0,0
"5934",793,3,4,18,"Conversation",5,"Desktop","Murder",2,1,297,"Miss Smith, yeah, because 12:30 exactly on the lobby when Mr. kelley was coming down right?","1758.123","1764.907",1758.123,1764.907,-2.048,11,0,1,0,0,1,0,0
"5935",794,2,3,17,"Conversation",5,"Desktop","Murder",2,1,298,"Yeah 12:30. Yeah.","1761.173-1765.291","1762.475-1765.653",1761.173,1765.653,-3.73399999999992,11,0,0,0,0,0,0,0
"5936",795,3,4,18,"Conversation",5,"Desktop","Murder",2,1,299,"Maybe she's the one who killed, but the fingerprints, maybe Mr. Scott. Maybe the knife belongs to Mr.","1765.931","1770.816",1765.931,1770.816,0.27800000000002,11,0,1,1,0,0,0,0
"5937",796,1,5,19,"Conversation",5,"Desktop","Murder",2,1,300,"No, it can't be. Because if you are killing from the knife. The fingerprint should be ultimately yours.","1772.757-1776.384","1775.296-1778.261",1772.757,1778.261,1.94100000000003,11,0,1,1,0,0,0,0
"5938",797,3,4,18,"Conversation",5,"Desktop","Murder",2,1,301,"Yeah, what? What if the knife was previously used by Mr. Scott, but maybe his Smith used some blouse or something? I don't know.","1778.624-1781.419","1779.477-1788.139",1778.624,1788.139,0.363000000000056,11,0,0,1,0,1,0,0
"5939",798,4,2,20,"Conversation",5,"Desktop","Murder",2,1,302,"Yeah.","1789.227","1790.037",1789.227,1790.037,1.08800000000019,11,0,0,0,0,0,0,0
"5940",799,1,5,19,"Conversation",5,"Desktop","Murder",2,1,303,"12:30 she was there, and there was a clue, that the body was found at 1:30 and he may have been killed before, one hour, right?","1792.661","1800.043",1792.661,1800.043,2.62400000000002,11,1,0,1,0,1,0,0
"5941",800,3,4,18,"Conversation",5,"Desktop","Murder",2,1,304,"I guess. Yes, exactly, that's right. That's a yeah 12:30 yeah.","1793.216-1799.296","1793.557-1803.307",1793.216,1803.307,-6.827,11,0,0,1,0,1,0,0
"5942",801,4,2,20,"Conversation",5,"Desktop","Murder",2,1,305,"Yes, yes.","1799.445","1800.256",1799.445,1800.256,-3.86200000000008,11,0,0,0,0,0,0,0
"5943",802,2,3,17,"Conversation",5,"Desktop","Murder",2,1,306,"12:30 that means it's 12:30.","1801.131","1802.859",1801.131,1802.859,0.875,11,0,1,1,0,0,0,0
"5944",803,3,4,18,"Conversation",5,"Desktop","Murder",2,1,307,"You are now.","1803.925","1805.568",1803.925,1805.568,1.06600000000003,11,0,0,0,0,0,0,0
"5945",804,2,3,17,"Conversation",5,"Desktop","Murder",2,1,308,"I at 12, 12:25 he was at Scott's apartment.","1805.931","1811.115",1805.931,1811.115,0.363000000000056,11,0,0,0,0,0,0,0
"5946",805,1,5,19,"Conversation",5,"Desktop","Murder",2,1,309,"But but but he but he. Yeah so.","1805.973-1811.861","1808.469-1812.949",1805.973,1812.949,-5.14200000000005,11,0,0,0,0,0,0,0
"5947",806,2,3,17,"Conversation",5,"Desktop","Murder",2,1,310,"So someone who's around Scott's apartment might have killed. OK.","1813.995-1818.005","1817.003-1818.624",1813.995,1818.624,1.04599999999982,11,0,0,1,0,0,0,0
"5948",807,3,4,18,"Conversation",5,"Desktop","Murder",2,1,311,"And Miss Smith has been following Mr Kelley","1820.629","1822.485",1820.629,1822.485,2.00499999999988,11,0,0,0,0,0,0,0
"5949",808,1,5,19,"Conversation",5,"Desktop","Murder",2,1,312,"No, no, but. At 12:30 she has been in the lobby now, so maybe he had followed and then gone to the lobby. I think this Misses Smith is It's just a just a really an object.","1824.149-1826.176-1836.224-1839.317","1825.109-1830.827-1837.376-1841.579",1824.149,1841.579,1.66399999999999,11,0,1,1,0,0,0,0
"5950",809,3,4,18,"Conversation",5,"Desktop","Murder",2,1,313,"This is distraction.","1840.939","1842.752",1840.939,1842.752,-0.639999999999873,11,0,0,0,0,0,0,0
"5951",810,1,5,19,"Conversation",5,"Desktop","Murder",2,1,314,"Yeah, of course.","1843.477","1844.565",1843.477,1844.565,0.725000000000136,11,0,0,0,0,0,0,0
"5952",811,4,2,20,"Conversation",5,"Desktop","Murder",2,1,315,"So, uh, where did the murder take place? Is it the? In lobby? The.","1846.357-1849.664-1853.973-1856.299","1848.576-1850.709-1854.037-1856.661",1846.357,1856.661,1.79199999999992,11,0,0,0,0,1,0,0
"5953",812,1,5,19,"Conversation",5,"Desktop","Murder",2,1,316,"12:30 the murder has been. Ultimately should be Scotts apartment, right?","1858.475-1861.76","1859.883-1863.424",1858.475,1863.424,1.81399999999985,11,0,0,1,0,1,0,0
"5954",813,4,2,20,"Conversation",5,"Desktop","Murder",2,1,317,"Yeah.","1873.408","1873.643",1873.408,1873.643,9.98399999999992,11,0,0,0,0,0,0,0
"5955",814,1,5,19,"Conversation",5,"Desktop","Murder",2,1,318,"So shall we conclude this.","1873.984","1875.264",1873.984,1875.264,0.340999999999894,11,0,0,0,0,1,0,0
"5956",815,3,4,18,"Conversation",5,"Desktop","Murder",2,1,319,"Yeah. Yeah, yeah we can.","1875.093-1877.547","1875.456-1879.637",1875.093,1879.637,-0.170999999999822,11,0,0,0,0,0,0,0
"5957",816,2,3,17,"Conversation",5,"Desktop","Murder",2,1,320,"Thought I'd.","1877.909","1878.507",1877.909,1878.507,-1.72799999999984,11,0,0,0,0,0,0,0
"5958",817,3,4,18,"Conversation",5,"Desktop","Murder",2,1,321,"There's something saying there. It's a blood found in Scots. Vehicle. Yes, yes blood found Scott's vehicle.","1884.821-1888.128-1892.032-1896.107","1887.275-1890.965-1892.544-1899.883",1884.821,1899.883,6.31399999999985,11,0,0,0,0,0,0,0
"5959",818,1,5,19,"Conversation",5,"Desktop","Murder",2,1,322,"Oh my God.","1896.213","1897.792",1896.213,1897.792,-3.67000000000007,11,0,0,0,0,0,0,0
"5960",819,3,4,18,"Conversation",5,"Desktop","Murder",2,1,323,"OK, this is Mr. Kelley's blood","1900.715","1902.443",1900.715,1902.443,2.923,11,0,0,0,0,0,0,0
"5961",820,4,2,20,"Conversation",5,"Desktop","Murder",2,1,324,"So maybe he brought the knife in his car and put it in Smiths Yard.","1903.616","1909.419",1903.616,1909.419,1.173,11,0,0,1,0,0,0,0
"5962",821,1,5,19,"Conversation",5,"Desktop","Murder",2,1,325,"[inaubible]","1905.259","1905.749",1905.259,1905.749,-4.16000000000008,11,0,0,0,0,0,0,0
"5963",822,3,4,18,"Conversation",5,"Desktop","Murder",2,1,326,"But the body has been dragged long distance.","1913.707","1916.565",1913.707,1916.565,7.95800000000008,11,1,0,0,0,0,0,0
"5964",823,1,5,19,"Conversation",5,"Desktop","Murder",2,1,327,"so and also. Or also there was a clue that the body has been dragged.","1915.179-1917.397","1916.48-1922.325",1915.179,1922.325,-1.38599999999997,11,1,0,0,0,0,0,0
"5965",824,4,2,20,"Conversation",5,"Desktop","Murder",2,1,328,"Yeah, yeah.","1919.893","1920.661",1919.893,1920.661,-2.43200000000002,11,0,0,0,0,0,0,0
"5966",825,3,4,18,"Conversation",5,"Desktop","Murder",2,1,329,"Yeah, how come there's blood in Mr. Scott's car","1921.045","1924.971",1921.045,1924.971,0.384000000000015,11,0,0,0,0,1,0,0
"5967",826,1,5,19,"Conversation",5,"Desktop","Murder",2,1,330,"So what have what happened? Maybe he has he have been killed in Scotts apartment and then it has been dragged to the car.","1925.76","1933.248",1925.76,1933.248,0.788999999999987,11,1,0,1,0,1,0,0
"5968",827,4,2,20,"Conversation",5,"Desktop","Murder",2,1,331,"And the knife also And he has put the knife to Miss Smith's backyard.","1936.405-1939.093","1937.664-1941.867",1936.405,1941.867,3.15699999999993,11,0,0,0,0,0,0,0
"5969",828,2,3,17,"Conversation",5,"Desktop","Murder",2,1,332,"But but but then again Mr Jones has short term intruder. But it doesn't say that he was killed and Mr. kelley destroyed Jone's business stealing all his customers. So jones also had the intentions to kill kelley.","1942.464","1960.341",1942.464,1960.341,0.59699999999998,11,0,0,1,0,0,0,0
"5970",829,1,5,19,"Conversation",5,"Desktop","Murder",2,1,333,"Yeah. Yep.","1943.808-1950.805","1943.979-1951.125",1943.808,1951.125,-16.5329999999999,11,0,0,0,0,0,0,0
"5971",830,4,2,20,"Conversation",5,"Desktop","Murder",2,1,334,"kelley","1959.317","1959.552",1959.317,1959.552,8.19200000000001,11,0,0,0,0,0,0,0
"5972",831,2,3,17,"Conversation",5,"Desktop","Murder",2,1,335,"Yeah.","1961.237","1961.451",1961.237,1961.451,1.68500000000017,11,0,0,0,0,0,0,0
"5973",832,3,4,18,"Conversation",5,"Desktop","Murder",2,1,336,"Two people wanted to kill.","1963.819","1964.949",1963.819,1964.949,2.36799999999994,11,0,0,0,0,0,0,0
"5974",833,4,2,20,"Conversation",5,"Desktop","Murder",2,1,337,"yeah.","1965.696","1965.952",1965.696,1965.952,0.746999999999844,11,0,0,0,0,0,0,0
"5975",834,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,1,"Friends.","5.546625","5.994625",5.546625,5.994625,0,1,0,0,0,0,0,0,0
"5976",835,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,2,"When did I reach your friends?","5.632","7.168",5.632,7.168,-0.362625,1,0,0,0,0,1,0,0
"5977",836,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,3,"This spritz is to inform same size.","6.997313","12.33062",6.997313,12.33062,-0.170687,1,0,0,0,0,0,0,0
"5978",837,2,4,27,"Conversation",7,"Desktop","Robbery",2,0.5,4,"Yes, exactly.","14.18662","15.21062",14.18662,15.21062,1.856,1,0,0,0,0,0,0,0
"5979",838,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,5,"Okay. Save changes, size up your panel.","18.41063","26.688",18.41063,26.688,3.20001,1,0,0,0,1,0,0,0
"5980",839,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,6,"No, it's a newish. My panel, yeah. 5 more restock.","26.13331","28.8",26.13331,28.8,-0.554689999999997,1,0,0,0,1,0,0,0
"5981",840,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,7,"It's May. May.","29.41862","30.144",29.41862,30.144,0.61862,1,0,0,0,0,0,0,0
"5982",841,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,8,"More restock.","34.09063","35.98931",34.09063,35.98931,3.94663,1,0,0,0,0,0,0,0
"5983",842,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,9,"May, May. All right. Can I tell you...?","36.48","44.65062",36.48,44.65062,0.490689999999994,1,0,0,0,0,1,0,0
"5984",843,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,10,"Do you have any disadvantages to be rebirth? Cannot change it.","43.328","48.36263",43.328,48.36263,-1.32262,1,0,0,0,0,1,0,0
"5985",844,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,11,"Can I?","48.08531","48.768",48.08531,48.768,-0.277320000000003,1,0,0,0,0,1,0,0
"5986",845,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,12,"So it's the start.","58.83731","59.456",58.83731,59.456,10.06931,2,0,0,0,0,0,0,1
"5987",846,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,13,"OK, don't grab my panel.","64.81062","66.944",64.81062,66.944,5.35462,2,0,0,0,1,0,0,0
"5988",847,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,14,"Give me a.","65.36531","66.496",65.36531,66.496,-1.57869000000001,2,0,0,0,0,0,0,0
"5989",848,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,15,"So it's the start. I am trying to answer the question, seriously?","170.7733","179.3493",170.7733,179.3493,104.2773,3,0,0,0,0,1,0,1
"5990",849,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,16,"Yes.","181.5466","182.2506",181.5466,182.2506,2.19730000000001,3,0,0,0,0,0,0,0
"5991",850,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,17,"Yes. I think you just want to collect the scores.","182.2506","186.2613",182.2506,186.2613,0,3,0,0,0,0,0,0,0
"5992",851,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,18,"No. You don't know. You don't know.","187.712","190.656",187.712,190.656,1.45069999999998,3,0,0,0,0,0,0,0
"5993",852,2,4,27,"Conversation",7,"Desktop","Robbery",2,0.5,19,"Teen, you are idiot.","212.6933","214.272",212.6933,214.272,22.0373,4,0,0,0,0,0,0,0
"5994",853,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,20,"Radio is clean. Why do you guys care? Do your business.","218.7946","222.976",218.7946,222.976,4.52260000000001,4,0,0,0,1,1,0,0
"5995",854,2,4,27,"Conversation",7,"Desktop","Robbery",2,0.5,21,"I cannot when you are lying. Is this...? Business.","223.68","231.4666",223.68,231.4666,0.704000000000008,4,0,0,0,0,1,0,0
"5996",855,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,22,"So, what person robbed the bank? Who supplied the key? Who supplied the weapons? First, one by one. Read your glue. I stopped. The wallet of the bank was the last opened by... Dynamos?","275.8826","296.9813",275.8826,296.9813,44.416,5,0,0,1,0,1,0,1
"5997",856,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,23,"Yes, dynamite.","298.7733","299.9466",298.7733,299.9466,1.79200000000003,5,0,0,0,0,0,0,0
"5998",857,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,24,"Dynamite.","299.9253","301.632",299.9253,301.632,-0.0212999999999965,5,0,0,0,0,0,0,0
"5999",858,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,25,"OK.","300.0746","300.544",300.0746,300.544,-1.55740000000003,5,0,0,0,0,0,0,0
"6000",859,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,26,"Well, that's fine","302.016","302.5066",302.016,302.5066,1.47200000000004,5,0,0,0,0,0,0,0
"6001",860,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,27,"The front door of the bank was opened with a key. Part of the question is that who supplied the weapons and who supplied the key.
","302.7413","312.2986",302.7413,312.2986,0.234700000000032,5,1,0,0,0,0,0,0
"6002",861,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,28,"What house? But what happened again? It was everything was disabled.","303.296-311.5733","304.2986-315.3706",303.296,315.3706,-9.00260000000003,5,0,0,0,0,1,0,0
"6003",862,2,4,27,"Conversation",7,"Desktop","Robbery",2,0.5,29,"Might happen again. It might go...","312.064","314.3253",312.064,314.3253,-3.3066,5,0,0,0,0,0,0,0
"6004",863,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,30,"Again, it was.","312.8106","314.0693",312.8106,314.0693,-1.5147,5,0,0,0,0,0,0,0
"6005",864,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,31,"What person robbed the bank? Was it you?","518.6133","521.1946",518.6133,521.1946,204.544,6,0,0,1,0,1,0,0
"6006",865,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,32,"Zoom please. No, it's not.","520.8106-523.0933","521.5573-525.2266",520.8106,525.2266,-0.384000000000015,6,0,0,0,0,0,0,0
"6007",866,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,33,"He's fine.","524.6933","524.9493",524.6933,524.9493,-0.53329999999994,6,0,0,0,0,0,0,0
"6008",867,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,34,"Okay. For in charge of the...","525.4613","526.0587",525.4613,526.0587,0.512000000000057,6,1,0,0,0,0,0,0
"6009",868,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,35,"OK.","526.592","526.656",526.592,526.656,0.53329999999994,6,0,0,0,0,0,0,0
"6010",869,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,36,"Yours as well. Go up please. ","528.5973","538.752",528.5973,538.752,1.94130000000007,6,0,0,0,0,0,0,0
"6011",870,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,37,"OK.","534.848","535.1466",534.848,535.1466,-3.904,6,0,0,0,0,0,0,0
"6012",871,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,38,"Which one is...? This one?","538.7307","539.84",538.7307,539.84,3.58409999999992,6,0,0,0,0,1,0,0
"6013",872,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,39,"Okay, one second.","539.84","540.4373",539.84,540.4373,0,6,0,0,0,0,0,0,0
"6014",873,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,40,"But you can't find anything related to who robbed the bank.","540.928","545.4506",540.928,545.4506,0.490699999999947,6,0,0,0,0,0,0,0
"6015",874,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,41,"Why you think we can't find anything?","546.7307","548.4586",546.7307,548.4586,1.28009999999995,6,0,0,0,0,1,0,0
"6016",875,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,42,"You can't find who is the dynamite.","548.608","552.576",548.608,552.576,0.149399999999901,6,0,0,0,0,0,0,0
"6017",876,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,43,"Oh, dynamite. We can't find some information about the dynamite. Okay.","552.6187","555.584",552.6187,555.584,0.042699999999968,6,0,0,0,0,0,0,0
"6018",877,3,2,26,"Conversation",7,"Desktop","Robbery",2,0.5,44,"Yeah.","555.1146","555.3493",555.1146,555.3493,-0.469399999999951,6,0,0,0,0,0,0,0
"6019",878,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,45,"This is mine.","555.6906","558.464",555.6906,558.464,0.341300000000047,6,0,0,0,0,0,0,0
"6020",879,2,4,27,"Conversation",7,"Desktop","Robbery",2,0.5,46,"Okay, is this one.","557.2906","558.9973",557.2906,558.9973,-1.17340000000002,6,0,0,0,0,0,0,0
"6021",880,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,47,"Your time to play. Dynamite. Yeah. Dynamite. You can't search by company?","562.2613-565.44","564.9706-567.744",562.2613,567.744,3.26400000000001,6,0,0,0,0,1,0,0
"6022",881,4,3,25,"Conversation",7,"Desktop","Robbery",2,0.5,48,"Organized so.","565.6106","568.5333",565.6106,568.5333,-2.13340000000005,6,0,0,0,0,0,0,0
"6023",882,2,4,27,"Conversation",7,"Desktop","Robbery",2,0.5,49,"Dynamite is sort of from the construction company on Wednesday.","571.7973","574.5493",571.7973,574.5493,3.2639999999999,6,0,0,0,0,0,0,0
"6024",883,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,50,"Oh, dynamite. We can't find some information about the dynamite. Okay.","574.8906","575.3813",574.8906,575.3813,0.341299999999933,6,0,0,0,0,0,0,0
"6025",884,2,4,27,"Conversation",7,"Desktop","Robbery",2,0.5,51,"That a hit van in MGA. Hanger on the bank on Thursday, this person. And the president was arrested. His name is Albert. In Mexico on Friday noon. And then the airplane, correct, confirm that, is me. Arrived at five...
","575.2106","593.472",575.2106,593.472,-0.170700000000011,6,1,0,0,0,1,0,0
"6026",885,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,52,"Your time to play. Dynamite.","580.8853","597.696",580.8853,597.696,-12.5867,6,0,0,0,0,0,0,0
"6027",886,2,4,27,"Conversation",7,"Desktop","Robbery",2,0.5,53,"And the bank closed at five? Yes.","598.3786","605.4613",598.3786,605.4613,0.682599999999979,6,0,0,0,0,1,0,0
"6028",887,1,5,28,"Conversation",7,"Desktop","Robbery",2,0.5,54,"OK.","605.7386","606.2506",605.7386,606.2506,0.277299999999968,6,0,0,0,0,0,0,0
